Rank,Year,Movie,Distributor,Domestic Box Office,International Box Office,Worldwide Box Office
"2,794",1956,Giant,,"$30,178,619",,"$30,178,619"
"2,795",1979,Being There,United Ar…,"$30,177,511",,"$30,177,511"
"2,796",2002,Bad Company,Walt Disney,"$30,157,016","$39,000,000","$69,157,016"
"2,797",1994,Blown Away,MGM,"$30,133,002",,"$30,133,002"
"2,798",2014,When the Game Stands Tall,Sony Pict…,"$30,127,963","$10,949","$30,138,912"
"2,799",2002,Ghost Ship,Warner Bros.,"$30,113,491","$38,236,393","$68,349,884"
"2,800",2008,Space Chimps,20th Cent…,"$30,105,968","$36,923,988","$67,029,956"
"2,801",2010,Daybreakers,Lionsgate,"$30,101,577","$21,343,926","$51,445,503"
"2,802",2000,Snatch,Sony Pict…,"$30,093,107","$53,500,000","$83,593,107"
"2,803",1998,Elizabeth,Gramercy,"$30,082,699","$52,067,943","$82,150,642"
"2,804",2016,"Hail, Caesar!",Universal,"$30,080,225","$34,139,971","$64,220,196"
"2,805",1995,Free Willy 2: The Adventure Home,Warner Bros.,"$30,077,111",,"$30,077,111"
"2,806",2002,Dragonfly,Universal,"$30,063,805",,"$30,063,805"
"2,807",2008,The Bank Job,Lionsgate,"$30,060,660","$36,082,345","$66,143,005"
"2,808",2001,Jay and Silent Bob Strike Back,Miramax/D…,"$30,059,386","$3,703,014","$33,762,400"
"2,809",1989,Road House,United Ar…,"$30,050,028",,"$30,050,028"
"2,810",1993,Point of No Return,Warner Bros.,"$30,038,362",,"$30,038,362"
"2,811",1984,The Gods Must Be Crazy,20th Cent…,"$30,031,783","$4,300,000","$34,331,783"
"2,812",1966,The Sand Pebbles,,"$30,017,647",,"$30,017,647"
"2,813",2017,"I, Tonya",Neon,"$30,014,534","$23,782,875","$53,797,409"
"2,814",1974,Freebie and the Bean,,"$30,000,000",,"$30,000,000"
"2,815",1954,White Christmas,Paramount…,"$30,000,000",,"$30,000,000"
"2,816",1977,Airport '77,Universal,"$30,000,000",,"$30,000,000"
"2,817",1979,Chapter Two,Columbia,"$30,000,000",,"$30,000,000"
"2,818",1960,Spartacus,Universal,"$30,000,000","$30,000,000","$60,000,000"
"2,819",1951,Quo Vadis?,,"$30,000,000","$28,684","$30,028,684"
"2,820",1975,Rollerball,,"$30,000,000",,"$30,000,000"
"2,821",1981,Clash of the Titans,MGM,"$30,000,000","$14,400,000","$44,400,000"
"2,822",2012,The Iron Lady,Weinstein…,"$29,959,436","$85,632,668","$115,592,104"
"2,823",1981,Neighbors,Columbia,"$29,916,207",,"$29,916,207"
"2,824",1979,Going in Style,Warner Bros.,"$29,900,000",,"$29,900,000"
"2,825",1998,Madeline,Sony Pict…,"$29,858,048",,"$29,858,048"
"2,826",2001,Double Take,Walt Disney,"$29,823,162",,"$29,823,162"
"2,827",1989,Lean on Me,Warner Bros.,"$29,823,140",,"$29,823,140"
"2,828",2017,Hostiles,Entertain…,"$29,819,114","$5,662,827","$35,481,941"
"2,829",2013,Grudge Match,Warner Bros.,"$29,817,991","$40,000,000","$69,817,991"
"2,830",1990,Green Card,Walt Disney,"$29,804,169",,"$29,804,169"
"2,831",1998,Wild Things,Sony Pict…,"$29,795,299","$25,781,400","$55,576,699"
"2,832",2018,Teen Titans Go! To The Movies,Warner Bros.,"$29,790,236","$21,830,357","$51,620,593"
"2,833",2001,Riding in Cars with Boys,Sony Pict…,"$29,781,453",,"$29,781,453"
"2,834",1999,Mystery Men,Universal,"$29,762,011","$3,700,000","$33,462,011"
"2,835",1987,Harry and the Hendersons,Universal,"$29,760,613","$2,800,000","$32,560,613"
"2,836",2016,When the Bough Breaks,Sony Pict…,"$29,747,603","$1,020,846","$30,768,449"
"2,837",2018,The Hate U Give,20th Cent…,"$29,719,483","$5,348,182","$35,067,665"
"2,838",2009,Did You Hear About the Morgans?,Sony Pict…,"$29,580,087","$50,900,479","$80,480,566"
"2,839",1989,L'Ours,Sony/TriStar,"$29,564,471",,"$29,564,471"
"2,840",1970,Tora! Tora! Tora!,20th Cent…,"$29,548,291",,"$29,548,291"
"2,841",2005,The Fog,Sony Pict…,"$29,511,112","$7,537,414","$37,048,526"
"2,842",1983,Twilight Zone: The Movie,Warner Bros.,"$29,500,000",,"$29,500,000"
"2,843",2015,A Walk in the Woods,Broad Gre…,"$29,499,394","$7,619,964","$37,119,358"
"2,844",1995,Major Payne,Universal,"$29,412,050",,"$29,412,050"
"2,845",1990,Pacific Heights,20th Cent…,"$29,381,956",,"$29,381,956"
"2,846",2000,Bless the Child,Paramount…,"$29,374,178","$11,061,516","$40,435,694"
"2,847",1998,Spice World,Sony Pict…,"$29,342,592","$26,700,000","$56,042,592"
"2,848",2004,Confessions of a Teenage Drama Queen,Walt Disney,"$29,331,068","$3,787,786","$33,118,854"
"2,849",1994,A Low Down Dirty Shame,Walt Disney,"$29,317,886",,"$29,317,886"
"2,850",1983,Easy Money,Orion Pic…,"$29,309,766",,"$29,309,766"
"2,851",1988,Shoot to Kill,Walt Disney,"$29,300,000",,"$29,300,000"
"2,852",1997,Fools Rush In,Sony Pict…,"$29,299,524",,"$29,299,524"
"2,853",1997,Romy and Michele's High School Reunion,Walt Disney,"$29,235,353",,"$29,235,353"
"2,854",2019,Child’s Play,United Ar…,"$29,208,403","$14,295,990","$43,504,393"
"2,855",1981,"Fort Apache, The Bronx",20th Cent…,"$29,200,000","$36,000,000","$65,200,000"
"2,856",1979,The Rose,20th Cent…,"$29,200,000",,"$29,200,000"
"2,857",2010,Nanny McPhee and the Big Bang,Universal,"$29,197,642","$68,602,223","$97,799,865"
"2,858",1998,The Object of my Affection,20th Cent…,"$29,145,924",,"$29,145,924"
"2,859",2011,Priest,Sony Pict…,"$29,136,626","$55,017,400","$84,154,026"
"2,860",2011,The Mechanic,CBS Films,"$29,121,498","$47,225,895","$76,347,393"
"2,861",1991,Double Impact,Sony Pict…,"$29,090,445",,"$29,090,445"
"2,862",2005,Rent,Sony Pict…,"$29,077,547","$2,593,073","$31,670,620"
"2,863",2009,The Stepfather,Sony Pict…,"$29,062,561","$165,000","$29,227,561"
"2,864",1992,3 Ninjas,Walt Disney,"$29,028,000",,"$29,028,000"
"2,865",1959,The Shaggy Dog,,"$29,000,000",,"$29,000,000"
"2,866",1978,House Calls,Universal,"$29,000,000",,"$29,000,000"
"2,867",1997,Out to Sea,20th Cent…,"$28,985,323",,"$28,985,323"
"2,868",2002,The New Guy,Sony Pict…,"$28,972,187",,"$28,972,187"
"2,869",2012,Chimpanzee,Walt Disney,"$28,965,459","$7,869,364","$36,834,823"
"2,870",1999,The Insider,Walt Disney,"$28,965,197","$31,300,000","$60,265,197"
"2,871",2000,The Watcher,Universal,"$28,946,615","$18,321,214","$47,267,829"
"2,872",1996,James and the Giant Peach,Walt Disney,"$28,921,264",,"$28,921,264"
"2,873",1961,The Guns of Navarone,,"$28,900,000","$19,576","$28,919,576"
"2,874",1994,In the Army Now,Walt Disney,"$28,881,266",,"$28,881,266"
"2,875",2013,One Direction: This is Us,Sony Pict…,"$28,873,374","$39,668,412","$68,541,786"
"2,876",1999,"Girl, Interrupted",Sony Pict…,"$28,871,190",,"$28,871,190"
"2,877",1987,Nuts,Warner Bros.,"$28,866,028",,"$28,866,028"
"2,878",1991,L.A. Story,Sony Pict…,"$28,854,480",,"$28,854,480"
"2,879",2016,Zoolander 2,Paramount…,"$28,848,693","$26,500,000","$55,348,693"
"2,880",2014,Draft Day,Lionsgate,"$28,842,237","$1,005,243","$29,847,480"
"2,881",1975,The Adventures of the Wilderness Family,Pacific I…,"$28,819,175",,"$28,819,175"
"2,882",1949,Samson and Delilah,,"$28,800,000","$24,741","$28,824,741"
"2,883",2013,Kick-Ass 2,Universal,"$28,795,985","$34,333,924","$63,129,909"
"2,884",2015,Point Break,Warner Bros.,"$28,782,481","$97,922,110","$126,704,591"
"2,885",2017,Molly’s Game,STX Enter…,"$28,780,744","$24,515,680","$53,296,424"
"2,886",2005,Capote,Sony Pict…,"$28,750,530","$21,173,549","$49,924,079"
"2,887",1991,Deceived,Walt Disney,"$28,738,096",,"$28,738,096"
"2,888",2001,Baby Boy,Sony Pict…,"$28,734,552",,"$28,734,552"
"2,889",2019,Ready or Not,Fox Searc…,"$28,714,231","$28,083,161","$56,797,392"
"2,890",2012,The Five-Year Engagement,Universal,"$28,700,285","$32,923,534","$61,623,819"
"2,891",1984,Starman,Sony Pict…,"$28,700,000",,"$28,700,000"
"2,892",2008,Untraceable,Sony Pict…,"$28,687,835","$23,962,116","$52,649,951"
"2,893",1997,Father's Day,Warner Bros.,"$28,681,080","$7,000,000","$35,681,080"
"2,894",2009,Defiance,Paramount…,"$28,644,813","$24,342,941","$52,987,754"
"2,895",2007,28 Weeks Later,20th Cent…,"$28,638,916","$35,593,798","$64,232,714"
"2,896",1971,Carnal Knowledge,Avco Embassy,"$28,623,000",,"$28,623,000"
"2,897",1986,Hoosiers,Orion Pic…,"$28,607,524",,"$28,607,524"
"2,898",1994,Drop Zone,Paramount…,"$28,607,015",,"$28,607,015"
"2,899",2009,The Uninvited,Paramount…,"$28,596,818","$14,182,143","$42,778,961"
"2,900",1992,Final Analysis,Warner Bros.,"$28,590,665",,"$28,590,665"
"2,901",2002,Swimfan,20th Cent…,"$28,564,995","$5,519,233","$34,084,228"
"2,902",2007,We Own the Night,Sony Pict…,"$28,563,179","$26,744,678","$55,307,857"
"2,903",2009,Brothers,Lionsgate,"$28,544,157","$16,499,713","$45,043,870"
"2,904",1999,The Out-of-Towners,Paramount…,"$28,544,120",,"$28,544,120"
"2,905",2019,21 Bridges,STX Enter…,"$28,539,757","$11,487,032","$40,026,789"
"2,906",2007,Mr. Brooks,MGM,"$28,476,219","$17,512,793","$45,989,012"
"2,907",2006,Employee of the Month,Lionsgate,"$28,444,855","$9,920,000","$38,364,855"
"2,908",2002,The Crocodile Hunter: Collision Course,MGM,"$28,436,931","$5,000,000","$33,436,931"
"2,909",2006,Garfield: A Tail of Two Kitties,20th Cent…,"$28,426,747","$119,558,626","$147,985,373"
"2,910",1983,High Road to China,Warner Bros.,"$28,416,459",,"$28,416,459"
"2,911",1992,Stop! Or My Mom Will Shoot,Universal,"$28,411,000","$42,000,000","$70,411,000"
"2,912",1964,The Carpetbaggers,Paramount…,"$28,409,547",,"$28,409,547"
"2,913",1974,"Dirty Mary, Crazy Larry",,"$28,401,735",,"$28,401,735"
"2,914",2019,Jojo Rabbit,Fox Searc…,"$28,378,300","$36,511,093","$64,889,393"
"2,915",2017,The Nut Job 2: Nutty by Nature,Open Road,"$28,370,522","$29,067,867","$57,438,389"
"2,916",1966,A Man for All Seasons,Sony Pict…,"$28,350,000",,"$28,350,000"
"2,917",2004,After the Sunset,New Line,"$28,328,132","$10,000,982","$38,329,114"
"2,918",1990,Predator 2,20th Cent…,"$28,317,513","$26,450,905","$54,768,418"
"2,919",1976,Taxi Driver,Columbia,"$28,262,574","$53,637","$28,316,211"
"2,920",1994,The Shawshank Redemption,Sony Pict…,"$28,241,469","$152,036","$28,393,505"
"2,921",1978,The Cheap Detective,Columbia,"$28,221,552",,"$28,221,552"
"2,922",2005,Doom,Universal,"$28,212,337","$30,544,841","$58,757,178"
"2,923",1976,Marathon Man,Paramount…,"$28,204,261",,"$28,204,261"
"2,924",1988,Ernest Saves Christmas,Walt Disney,"$28,202,109",,"$28,202,109"
"2,925",1954,"20,000 Leagues Under the Sea",Walt Disney,"$28,200,000",,"$28,200,000"
"2,926",2004,The Prince & Me,Paramount…,"$28,165,882","$1,190,875","$29,356,757"
"2,927",1971,Dirty Harry,Warner Bros.,"$28,153,434",,"$28,153,434"
"2,928",2019,Happy Death Day 2U,Universal,"$28,148,130","$36,538,385","$64,686,515"
"2,929",2006,The Ant Bully,Warner Bros.,"$28,142,535","$21,468,363","$49,610,898"
"2,930",1984,Cannonball Run II,Warner Bros.,"$28,100,000",,"$28,100,000"
"2,931",2011,Abduction,Lionsgate,"$28,087,155","$58,561,204","$86,648,359"
"2,932",1997,Grosse Pointe Blank,Walt Disney,"$28,084,357","$2,986,055","$31,070,412"
"2,933",1965,That Darn Cat!,,"$28,062,222",,"$28,062,222"
"2,934",1987,Police Academy 4: Citizens on Patrol,Warner Bros.,"$28,061,343",,"$28,061,343"
"2,935",2005,Zathura,Sony Pict…,"$28,045,540","$30,500,000","$58,545,540"
"2,936",2003,Johnny English,Universal,"$28,013,509","$135,113,167","$163,126,676"
"2,937",1977,Slap Shot,Universal,"$28,000,000",,"$28,000,000"
"2,938",1977,Herbie Goes to Monte Carlo,Walt Disney,"$28,000,000",,"$28,000,000"
"2,939",1993,Loaded Weapon 1,New Line,"$27,979,399",,"$27,979,399"
"2,940",1975,The Hindenburg,Universal,"$27,945,225",,"$27,945,225"
"2,941",1990,The Rescuers Down Under,Walt Disney,"$27,931,461","$19,500,000","$47,431,461"
"2,942",1983,Uncommon Valor,Paramount…,"$27,900,000",,"$27,900,000"
"2,943",2011,Beastly,CBS Films,"$27,865,571","$10,162,659","$38,028,230"
"2,944",2016,Moonlight,A24,"$27,854,931","$37,390,581","$65,245,512"
"2,945",2006,Crank,Lionsgate,"$27,838,408","$16,086,515","$43,924,923"
"2,946",1999,The Other Sister,Walt Disney,"$27,807,627",,"$27,807,627"
"2,947",1997,The Edge,20th Cent…,"$27,799,255","$6,300,000","$34,099,255"
"2,948",2001,The Majestic,Warner Bros.,"$27,796,042","$9,510,292","$37,306,334"
"2,949",2017,Rings,Paramount…,"$27,793,018","$55,124,265","$82,917,283"
"2,950",2017,Logan Lucky,Bleecker …,"$27,778,642","$16,485,629","$44,264,271"
"2,951",2010,The Switch,Miramax,"$27,758,465","$22,100,000","$49,858,465"
"2,952",2015,Sinister 2,Focus Fea…,"$27,740,955","$26,363,270","$54,104,225"
"2,953",1993,Menace II Society,New Line,"$27,731,527",,"$27,731,527"
"2,954",1984,Teachers,MGM/UA Cl…,"$27,700,000",,"$27,700,000"
"2,955",2014,Oculus,Relativity,"$27,695,246","$16,420,250","$44,115,496"
"2,956",2009,Saw VI,Lionsgate,"$27,693,292","$42,059,110","$69,752,402"
"2,957",1996,The Island of Dr. Moreau,New Line,"$27,682,712",,"$27,682,712"
"2,958",2007,Hannibal Rising,Weinstein…,"$27,669,725","$52,913,586","$80,583,311"
"2,959",1983,Never Cry Wolf,Walt Disney,"$27,668,764",,"$27,668,764"
"2,960",1990,Internal Affairs,Paramount…,"$27,661,878","$128,026","$27,789,904"
"2,961",2016,The Finest Hours,Walt Disney,"$27,569,558","$21,683,203","$49,252,761"
"2,962",1954,Rear Window,USA Films,"$27,559,601","$19,863","$27,579,464"
"2,963",1993,My Life,Sony Pict…,"$27,484,464",,"$27,484,464"
"2,964",1995,Friday,New Line,"$27,467,564","$469,214","$27,936,778"
"2,965",2001,The Brothers,Sony Pict…,"$27,457,409","$500,782","$27,958,191"
"2,966",1993,Poetic Justice,Sony Pict…,"$27,450,453",,"$27,450,453"
"2,967",1984,Dune,Universal,"$27,447,471",,"$27,447,471"
"2,968",2000,Love and Basketball,New Line,"$27,441,122","$268,503","$27,709,625"
"2,969",2019,Midsommar,A24,"$27,426,363","$9,668,814","$37,095,177"
"2,970",1985,Desperately Seeking Susan,Orion Pic…,"$27,400,000",,"$27,400,000"
"2,971",1990,Memphis Belle,Warner Bros.,"$27,385,582",,"$27,385,582"
"2,972",2016,Florence Foster Jenkins,Paramount…,"$27,383,770","$28,616,569","$56,000,339"
"2,973",2015,The Last Witch Hunter,Lionsgate,"$27,367,660","$103,451,252","$130,818,912"
"2,974",2002,Brown Sugar,20th Cent…,"$27,362,712","$952,560","$28,315,272"
"2,975",2001,Someone Like You,20th Cent…,"$27,338,033","$11,346,873","$38,684,906"
"2,976",1986,Soul Man,New World,"$27,316,198",,"$27,316,198"
"2,977",2013,Dallas Buyers Club,Focus Fea…,"$27,298,285","$33,313,560","$60,611,845"
"2,978",2015,No Escape,Weinstein…,"$27,288,872","$15,555,644","$42,844,516"
"2,979",1992,The Muppet Christmas Carol,Walt Disney,"$27,281,507","$440,939","$27,722,446"
"2,980",2000,High Fidelity,Walt Disney,"$27,277,055","$20,604,608","$47,881,663"
"2,981",1973,Serpico,Paramount…,"$27,274,150",,"$27,274,150"
"2,982",1990,Cadillac Man,Orion Pic…,"$27,257,086",,"$27,257,086"
"2,983",1984,A Passage to India,Sony Pict…,"$27,187,653",,"$27,187,653"
"2,984",2010,Brooklyn's Finest,Overture …,"$27,163,593","$12,069,640","$39,233,233"
"2,985",1999,Baby Geniuses,Sony Pict…,"$27,151,490",,"$27,151,490"
"2,986",1981,The Jazz Singer,Universal,"$27,118,000",,"$27,118,000"
"2,987",2012,Cloud Atlas,Warner Bros.,"$27,108,272","$103,564,882","$130,673,154"
"2,988",1980,Flash Gordon,Universal,"$27,107,960",,"$27,107,960"
"2,989",1999,The Story of Us,Universal,"$27,100,030",,"$27,100,030"
"2,990",2019,Cats,Universal,"$27,097,045","$44,390,883","$71,487,928"
"2,991",1982,Fast Times at Ridgemont High,Universal,"$27,092,880",,"$27,092,880"
"2,992",2001,Joe Dirt,Sony Pict…,"$27,087,695","$3,900,000","$30,987,695"
"2,993",1998,Paulie,Dreamwork…,"$27,084,499",,"$27,084,499"
"2,994",1995,Now and Then,New Line,"$27,067,247",,"$27,067,247"
"2,995",1998,The Big Hit,Sony Pict…,"$27,066,941",,"$27,066,941"
"2,996",2001,The Musketeer,Universal,"$27,053,815",,"$27,053,815"
"2,997",1994,Guarding Tess,Sony Pict…,"$27,023,278",,"$27,023,278"
"2,998",2017,Home Again,Open Road,"$27,020,284","$10,316,590","$37,336,874"
"2,999",2016,Hell or High Water,Lionsgate,"$27,007,844","$10,576,460","$37,584,304"
"3,000",1978,The Lord of the Rings,United Ar…,"$27,000,000",,"$27,000,000"
"3,001",1976,The Outlaw Josey Wales,Warner Bros.,"$27,000,000",,"$27,000,000"
"3,002",2013,Rush,Universal,"$26,947,624","$71,283,215","$98,230,839"
"3,003",1996,Spy Hard,Walt Disney,"$26,936,265",,"$26,936,265"
"3,004",1982,Tron,Walt Disney,"$26,918,576",,"$26,918,576"
"3,005",2006,Stick It,Walt Disney,"$26,910,736","$3,488,978","$30,399,714"
"3,006",1990,Child's Play 2,Universal,"$26,904,572","$7,262,000","$34,166,572"
"3,007",2008,The Women,Picturehouse,"$26,902,075","$23,201,733","$50,103,808"
"3,008",2003,The Missing,Sony Pict…,"$26,900,336","$11,353,097","$38,253,433"
"3,009",2008,One Missed Call,Warner Bros.,"$26,890,041","$17,623,425","$44,513,466"
"3,010",2005,XXX: State of the Union,Sony Pict…,"$26,873,932","$44,200,000","$71,073,932"
"3,011",2005,Elizabethtown,Paramount…,"$26,850,426","$23,868,947","$50,719,373"
"3,012",2017,Resident Evil: The Final Chapter,Sony Pict…,"$26,844,692","$287,256,498","$314,101,190"
"3,013",2015,Ricki and the Flash,Sony Pict…,"$26,839,498","$14,326,535","$41,166,033"
"3,014",1989,Glory,Sony Pict…,"$26,828,365",,"$26,828,365"
"3,015",2008,The Other Boleyn Girl,Sony Pict…,"$26,814,957","$51,455,013","$78,269,970"
"3,016",1989,The Dream Team,Universal,"$26,793,650",,"$26,793,650"
"3,017",1996,Eye for an Eye,Paramount…,"$26,792,700",,"$26,792,700"
"3,018",2004,Garden State,Fox Searc…,"$26,782,316","$9,246,486","$36,028,802"
"3,019",2014,The Best of Me,Relativity,"$26,766,213","$14,293,205","$41,059,418"
"3,020",1987,Overboard,MGM/UA Cl…,"$26,713,187",,"$26,713,187"
"3,021",1985,Prizzi's Honor,20th Cent…,"$26,700,000",,"$26,700,000"
"3,022",1987,Baby Boom,MGM,"$26,700,000",,"$26,700,000"
"3,023",2011,Winnie the Pooh,Walt Disney,"$26,692,846","$23,452,761","$50,145,607"
"3,024",1997,Event Horizon,Paramount…,"$26,673,242",,"$26,673,242"
"3,025",2008,Superhero Movie,MGM,"$26,638,520","$46,387,782","$73,026,302"
"3,026",2013,The Host,Open Road,"$26,623,701","$37,853,350","$64,477,051"
"3,027",1999,Blast from the Past,New Line,"$26,613,620",,"$26,613,620"
"3,028",1961,El Cid,,"$26,600,000",,"$26,600,000"
"3,029",2003,Basic,Sony Pict…,"$26,599,248","$15,999,250","$42,598,498"
"3,030",2016,The Forest,Focus / G…,"$26,594,261","$14,154,969","$40,749,230"
"3,031",2010,Machete,20th Cent…,"$26,593,646","$19,777,324","$46,370,970"
"3,032",1971,A Clockwork Orange,,"$26,589,355","$175,073","$26,764,428"
"3,033",1974,The Texas Chainsaw Massacre,New Line,"$26,572,439",,"$26,572,439"
"3,034",1997,An American Werewolf in Paris,Walt Disney,"$26,570,463",,"$26,570,463"
"3,035",1996,Harriet the Spy,Paramount…,"$26,570,048",,"$26,570,048"
"3,036",1974,The Great Gatsby,,"$26,533,200",,"$26,533,200"
"3,037",1998,Bulworth,20th Cent…,"$26,528,684","$2,674,699","$29,203,383"
"3,038",2015,The Woman in Black 2: Angel of Death,Relativity,"$26,501,323","$18,505,369","$45,006,692"
"3,039",2003,A Man Apart,New Line,"$26,500,000","$17,297,731","$43,797,731"
"3,040",2003,Sinbad: Legend of the Seven Seas,Dreamwork…,"$26,483,452","$54,284,432","$80,767,884"
"3,041",1996,First Kid,Walt Disney,"$26,465,920",,"$26,465,920"
"3,042",2015,Run All Night,Warner Bros.,"$26,461,644","$40,500,000","$66,961,644"
"3,043",2000,Book of Shadows: Blair Witch 2,Artisan,"$26,421,314","$21,300,000","$47,721,314"
"3,044",2008,Street Kings,Fox Searc…,"$26,418,667","$39,039,144","$65,457,811"
"3,045",2012,One for the Money,Lionsgate,"$26,414,527","$9,782,694","$36,197,221"
"3,046",1997,Boogie Nights,New Line,"$26,410,771","$16,700,954","$43,111,725"
"3,047",2016,Ben-Hur,Paramount…,"$26,410,477","$65,259,171","$91,669,648"
"3,048",2019,The Art of Racing in the Rain,20th Cent…,"$26,402,818","$4,594,209","$30,997,027"
"3,049",1984,Conan the Destroyer,Universal,"$26,400,000",,"$26,400,000"
"3,050",1990,House Party,New Line,"$26,385,627",,"$26,385,627"
"3,051",1998,Great Expectations,20th Cent…,"$26,333,044","$29,073,394","$55,406,438"
"3,052",1995,Houseguest,Walt Disney,"$26,325,256",,"$26,325,256"
"3,053",2015,Love the Coopers,CBS Films,"$26,302,731","$15,924,759","$42,227,490"
"3,054",1984,Protocol,Warner Bros.,"$26,300,000",,"$26,300,000"
"3,055",1957,Sayonara,,"$26,300,000",,"$26,300,000"
"3,056",1986,Wildcats,Warner Bros.,"$26,285,544",,"$26,285,544"
"3,057",1994,I.Q.,Paramount…,"$26,265,119",,"$26,265,119"
"3,058",1991,Necessary Roughness,Paramount…,"$26,255,594",,"$26,255,594"
"3,059",2008,The Wrestler,Fox Searc…,"$26,238,243","$20,396,032","$46,634,275"
"3,060",1989,All Dogs Go To Heaven,MGM,"$26,220,877",,"$26,220,877"
"3,061",2009,The Fourth Kind,Universal,"$26,218,170","$23,268,704","$49,486,874"
"3,062",2003,Dumb and Dumberer: When Harry Met Lloyd,New Line,"$26,214,846",,"$26,214,846"
